Hour,Occurrence Day Of Week,ANZSOC Division,Map Detail Name,ANZSOC Group,Area Unit,Occurrence Hour Of Day,Region,Territorial Authority,Year Month,Mb2014,REGC2014 label,Ta2014 Nam,Number of Victimisations
11,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Richmond South.,11,Canterbury Region,Christchurch City.,1/03/2021,2692703,Canterbury Region,Christchurch City,1
16,Mon,Acts Intended to Cause Injury,Christchurch City,Common Assault,Avonside.,16,Canterbury Region,Christchurch City.,1/03/2021,2613800,Canterbury Region,Christchurch City,1
20,Mon,Acts Intended to Cause Injury,Christchurch City,Common Assault,St Albans East.,20,Canterbury Region,Christchurch City.,1/06/2021,2687900,Canterbury Region,Christchurch City,1
14,Mon,Acts Intended to Cause Injury,Christchurch City,Common Assault,Phillipstown.,14,Canterbury Region,Christchurch City.,1/07/2021,2607800,Canterbury Region,Christchurch City,1
15,Mon,Acts Intended to Cause Injury,Christchurch City,Common Assault,Rawhiti.,15,Canterbury Region,Christchurch City.,1/08/2021,2561200,Canterbury Region,Christchurch City,1
3,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Shirley East.,3,Canterbury Region,Christchurch City.,1/04/2021,2597700,Canterbury Region,Christchurch City,1
5,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Ensors.,5,Canterbury Region,Christchurch City.,1/04/2021,2581700,Canterbury Region,Christchurch City,1
8,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Hawthornden.,8,Canterbury Region,Christchurch City.,1/04/2021,2529501,Canterbury Region,Christchurch City,1
1,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Cashmere East.,1,Canterbury Region,Christchurch City.,1/05/2021,2552206,Canterbury Region,Christchurch City,1
16,Mon,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Shirley East.,16,Canterbury Region,Christchurch City.,1/10/2020,2598900,Canterbury Region,Christchurch City,1
18,Mon,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,18,Canterbury Region,Christchurch City.,1/10/2020,2649700,Canterbury Region,Christchurch City,1
0,Mon,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Spreydon.,0,Canterbury Region,Christchurch City.,1/11/2020,2643600,Canterbury Region,Christchurch City,1
10,Mon,Theft and Related Offences,Timaru District,"Theft (Except Motor Vehicles), N.E.C.",Waimataitai.,10,Canterbury Region,Timaru District.,1/11/2020,2781900,Canterbury Region,Timaru District,1
7,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Lyttelton.,7,Canterbury Region,Christchurch City.,1/03/2021,2707800,Canterbury Region,Christchurch City,1
8,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Riccarton West.,8,Canterbury Region,Christchurch City.,1/03/2021,2470800,Canterbury Region,Christchurch City,1
1,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Paparua.,1,Canterbury Region,Christchurch City.,1/04/2021,2494400,Canterbury Region,Christchurch City,1
10,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Mona Vale.,10,Canterbury Region,Christchurch City.,1/04/2021,2470200,Canterbury Region,Christchurch City,1
16,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,16,Canterbury Region,Christchurch City.,1/10/2020,2665000,Canterbury Region,Christchurch City,1
16,Tue,Theft and Related Offences,Waimakariri District,Theft From Retail Premises,Rangiora East.,16,Canterbury Region,Waimakariri District.,1/10/2020,2445901,Canterbury Region,Waimakariri District,1
17,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Bishopdale.,17,Canterbury Region,Christchurch City.,1/10/2020,2523100,Canterbury Region,Christchurch City,1
17,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Casebrook.,17,Canterbury Region,Christchurch City.,1/10/2020,2511900,Canterbury Region,Christchurch City,1
16,Mon,Acts Intended to Cause Injury,Hurunui District,Common Assault,Cheviot.,16,Canterbury Region,Hurunui District.,1/08/2021,2432302,Canterbury Region,Hurunui District,1
9,Mon,Acts Intended to Cause Injury,Christchurch City,Common Assault,Sockburn.,9,Canterbury Region,Christchurch City.,1/08/2021,2476700,Canterbury Region,Christchurch City,1
20,Mon,Acts Intended to Cause Injury,Christchurch City,Common Assault,Richmond South.,20,Canterbury Region,Christchurch City.,1/02/2021,2692706,Canterbury Region,Christchurch City,1
1,Sat,Acts Intended to Cause Injury,Timaru District,Common Assault,Fraser Park.,1,Canterbury Region,Timaru District.,1/03/2021,2790600,Canterbury Region,Timaru District,1
14,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Hendersons Basin.,14,Canterbury Region,Christchurch City.,1/03/2021,2485300,Canterbury Region,Christchurch City,1
16,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Aorangi.,16,Canterbury Region,Christchurch City.,1/03/2021,2668200,Canterbury Region,Christchurch City,1
16,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",St Albans East.,16,Canterbury Region,Christchurch City.,1/03/2021,2686700,Canterbury Region,Christchurch City,1
4,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Westmorland.,4,Canterbury Region,Christchurch City.,1/03/2021,2485414,Canterbury Region,Christchurch City,1
12,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Phillipstown.,12,Canterbury Region,Christchurch City.,1/05/2021,2607100,Canterbury Region,Christchurch City,1
14,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",Seaview.,14,Canterbury Region,Timaru District.,1/05/2021,2794000,Canterbury Region,Timaru District,1
2,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Belfast South.,2,Canterbury Region,Christchurch City.,1/05/2021,2529005,Canterbury Region,Christchurch City,1
3,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Redwood North.,3,Canterbury Region,Christchurch City.,1/05/2021,2509600,Canterbury Region,Christchurch City,1
10,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Aorangi.,10,Canterbury Region,Christchurch City.,1/05/2021,2668900,Canterbury Region,Christchurch City,1
11,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Jellie Park.,11,Canterbury Region,Christchurch City.,1/05/2021,2516300,Canterbury Region,Christchurch City,1
11,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",Lehmans.,11,Canterbury Region,Waimakariri District.,1/05/2021,2450221,Canterbury Region,Waimakariri District,1
18,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Addington.,18,Canterbury Region,Christchurch City.,1/05/2021,2659600,Canterbury Region,Christchurch City,1
14,Mon,Theft and Related Offences,Timaru District,"Theft (Except Motor Vehicles), N.E.C.",Washdyke.,14,Canterbury Region,Timaru District.,1/11/2020,2773900,Canterbury Region,Timaru District,1
23,Mon,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Riccarton West.,23,Canterbury Region,Christchurch City.,1/11/2020,2470600,Canterbury Region,Christchurch City,1
15,Mon,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Casebrook.,15,Canterbury Region,Christchurch City.,1/11/2020,2511900,Canterbury Region,Christchurch City,1
16,Mon,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Belfast.,16,Canterbury Region,Christchurch City.,1/12/2020,2514400,Canterbury Region,Christchurch City,1
21,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",South Brighton.,21,Canterbury Region,Christchurch City.,1/05/2021,2557400,Canterbury Region,Christchurch City,1
3,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Cashmere West.,3,Canterbury Region,Christchurch City.,1/05/2021,2549500,Canterbury Region,Christchurch City,1
3,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Wharenui.,3,Canterbury Region,Christchurch City.,1/05/2021,2539500,Canterbury Region,Christchurch City,1
9,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Merivale.,9,Canterbury Region,Christchurch City.,1/05/2021,2674001,Canterbury Region,Christchurch City,1
1,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Avonside.,1,Canterbury Region,Christchurch City.,1/04/2021,2614900,Canterbury Region,Christchurch City,1
15,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Ashburton District,"Unlawful Entry With Intent/Burglary, Break and Enter",Netherby.,15,Canterbury Region,Ashburton District.,1/04/2021,2732200,Canterbury Region,Ashburton District,1
16,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",Rolleston North West.,16,Canterbury Region,Selwyn District.,1/04/2021,2719102,Canterbury Region,Selwyn District,1
18,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Strowan.,18,Canterbury Region,Christchurch City.,1/04/2021,2670300,Canterbury Region,Christchurch City,1
17,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,17,Canterbury Region,Christchurch City.,1/10/2020,2649300,Canterbury Region,Christchurch City,1
17,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Hornby North.,17,Canterbury Region,Christchurch City.,1/10/2020,2488300,Canterbury Region,Christchurch City,1
17,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,17,Canterbury Region,Christchurch City.,1/10/2020,2665000,Canterbury Region,Christchurch City,1
17,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Rawhiti.,17,Canterbury Region,Christchurch City.,1/10/2020,2560000,Canterbury Region,Christchurch City,1
3,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Redwood South.,3,Canterbury Region,Christchurch City.,1/05/2021,2508302,Canterbury Region,Christchurch City,1
4,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Redwood North.,4,Canterbury Region,Christchurch City.,1/05/2021,2509700,Canterbury Region,Christchurch City,1
5,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",Kaiapoi West.,5,Canterbury Region,Waimakariri District.,1/05/2021,2455203,Canterbury Region,Waimakariri District,1
10,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Mairehau North.,10,Canterbury Region,Christchurch City.,1/02/2021,2507401,Canterbury Region,Christchurch City,1
10,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Phillipstown.,10,Canterbury Region,Christchurch City.,1/02/2021,2605200,Canterbury Region,Christchurch City,1
11,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",Levels.,11,Canterbury Region,Timaru District.,1/02/2021,2776800,Canterbury Region,Timaru District,1
12,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Woolston South.,12,Canterbury Region,Christchurch City.,1/02/2021,2588300,Canterbury Region,Christchurch City,1
14,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",Temuka.,14,Canterbury Region,Timaru District.,1/02/2021,2766500,Canterbury Region,Timaru District,1
15,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",Fernside.,15,Canterbury Region,Waimakariri District.,1/02/2021,2450001,Canterbury Region,Waimakariri District,1
17,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Russley.,17,Canterbury Region,Christchurch City.,1/10/2020,2521200,Canterbury Region,Christchurch City,1
18,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,18,Canterbury Region,Christchurch City.,1/10/2020,2649300,Canterbury Region,Christchurch City,1
18,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Sockburn.,18,Canterbury Region,Christchurch City.,1/10/2020,2476700,Canterbury Region,Christchurch City,1
18,Tue,Theft and Related Offences,Selwyn District,Theft From Retail Premises,Rolleston North East.,18,Canterbury Region,Selwyn District.,1/10/2020,2719319,Canterbury Region,Selwyn District,1
13,Mon,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Bishopdale North.,13,Canterbury Region,Christchurch City.,1/01/2021,2526200,Canterbury Region,Christchurch City,1
13,Mon,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Yaldhurst.,13,Canterbury Region,Christchurch City.,1/01/2021,2494900,Canterbury Region,Christchurch City,1
20,Mon,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",South Brighton.,20,Canterbury Region,Christchurch City.,1/01/2021,2555701,Canterbury Region,Christchurch City,1
22,Mon,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Shirley East.,22,Canterbury Region,Christchurch City.,1/01/2021,2597700,Canterbury Region,Christchurch City,1
16,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Richmond North.,16,Canterbury Region,Christchurch City.,1/06/2021,2698400,Canterbury Region,Christchurch City,1
23,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Sydenham.,23,Canterbury Region,Christchurch City.,1/06/2021,2621503,Canterbury Region,Christchurch City,1
22,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Aranui.,22,Canterbury Region,Christchurch City.,1/07/2021,2575800,Canterbury Region,Christchurch City,1
21,Sat,Acts Intended to Cause Injury,Christchurch City,Serious Assault Not Resulting in Injury,Dallington.,21,Canterbury Region,Christchurch City.,1/05/2021,2600900,Canterbury Region,Christchurch City,1
6,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Belfast South.,6,Canterbury Region,Christchurch City.,1/04/2021,2529015,Canterbury Region,Christchurch City,1
8,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Fendalton.,8,Canterbury Region,Christchurch City.,1/04/2021,2542601,Canterbury Region,Christchurch City,1
9,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Ashburton District,"Unlawful Entry With Intent/Burglary, Break and Enter",Hinds.,9,Canterbury Region,Ashburton District.,1/04/2021,2746800,Canterbury Region,Ashburton District,1
9,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Hoon Hay.,9,Canterbury Region,Christchurch City.,1/04/2021,2634400,Canterbury Region,Christchurch City,1
16,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimate District,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimate.,16,Canterbury Region,Waimate District.,1/02/2021,2818800,Canterbury Region,Waimate District,1
2,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Avonhead.,2,Canterbury Region,Christchurch City.,1/02/2021,2534700,Canterbury Region,Christchurch City,1
22,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",Glenwood.,22,Canterbury Region,Timaru District.,1/02/2021,2775402,Canterbury Region,Timaru District,1
23,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Kaikoura District,"Unlawful Entry With Intent/Burglary, Break and Enter",Kaikoura Rural.,23,Canterbury Region,Kaikoura District.,1/02/2021,2310900,Canterbury Region,Kaikoura District,1
10,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Richmond North.,10,Canterbury Region,Christchurch City.,1/03/2021,2697300,Canterbury Region,Christchurch City,1
18,Tue,Theft and Related Offences,Timaru District,Theft From Retail Premises,Temuka.,18,Canterbury Region,Timaru District.,1/10/2020,2765900,Canterbury Region,Timaru District,1
19,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Papanui.,19,Canterbury Region,Christchurch City.,1/10/2020,2663800,Canterbury Region,Christchurch City,1
19,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Shirley East.,19,Canterbury Region,Christchurch City.,1/10/2020,2598900,Canterbury Region,Christchurch City,1
20,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Middleton.,20,Canterbury Region,Christchurch City.,1/10/2020,2538800,Canterbury Region,Christchurch City,1
18,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Timaru District,"Unlawful Entry With Intent/Burglary, Break and Enter",Pareora.,18,Canterbury Region,Timaru District.,1/02/2021,2776300,Canterbury Region,Timaru District,1
1,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Middleton.,1,Canterbury Region,Christchurch City.,1/03/2021,2539204,Canterbury Region,Christchurch City,1
14,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Sockburn.,14,Canterbury Region,Christchurch City.,1/03/2021,2476700,Canterbury Region,Christchurch City,1
16,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Rutland.,16,Canterbury Region,Christchurch City.,1/03/2021,2682500,Canterbury Region,Christchurch City,1
11,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",South Brighton.,11,Canterbury Region,Christchurch City.,1/03/2021,2556902,Canterbury Region,Christchurch City,1
11,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",Kaiapoi North West.,11,Canterbury Region,Waimakariri District.,1/03/2021,2452700,Canterbury Region,Waimakariri District,1
12,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Bromley.,12,Canterbury Region,Christchurch City.,1/03/2021,2579403,Canterbury Region,Christchurch City,1
12,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Edgeware.,12,Canterbury Region,Christchurch City.,1/03/2021,2696300,Canterbury Region,Christchurch City,1
13,Mon,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Casebrook.,13,Canterbury Region,Christchurch City.,1/01/2021,2511900,Canterbury Region,Christchurch City,1
17,Mon,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Ensors.,17,Canterbury Region,Christchurch City.,1/01/2021,2583100,Canterbury Region,Christchurch City,1
17,Mon,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood.,17,Canterbury Region,Christchurch City.,1/01/2021,2608600,Canterbury Region,Christchurch City,1
18,Mon,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Strowan.,18,Canterbury Region,Christchurch City.,1/01/2021,2672300,Canterbury Region,Christchurch City,1
18,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Opawa.,18,Canterbury Region,Christchurch City.,1/02/2021,2584200,Canterbury Region,Christchurch City,1
19,Sat,Acts Intended to Cause Injury,Mackenzie District,Common Assault,Twizel Community.,19,Canterbury Region,Mackenzie District.,1/02/2021,2810300,Canterbury Region,Mackenzie District,1
12,Sat,Acts Intended to Cause Injury,Christchurch City,Serious Assault Not Resulting in Injury,Ensors.,12,Canterbury Region,Christchurch City.,1/03/2021,2582000,Canterbury Region,Christchurch City,1
14,Sat,Acts Intended to Cause Injury,Ashburton District,Serious Assault Resulting in Injury,Chertsey.,14,Canterbury Region,Ashburton District.,1/02/2021,2751000,Canterbury Region,Ashburton District,1
9,Sat,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Hillmorton.,9,Canterbury Region,Christchurch City.,1/05/2021,2631600,Canterbury Region,Christchurch City,1
21,Sat,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Linwood.,21,Canterbury Region,Christchurch City.,1/06/2021,2609100,Canterbury Region,Christchurch City,1
13,Sun,Acts Intended to Cause Injury,Christchurch City,Common Assault,Jellie Park.,13,Canterbury Region,Christchurch City.,1/02/2021,2516200,Canterbury Region,Christchurch City,1
17,Sun,Acts Intended to Cause Injury,Christchurch City,Common Assault,Linwood North.,17,Canterbury Region,Christchurch City.,1/03/2021,2613200,Canterbury Region,Christchurch City,1
11,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Papanui.,11,Canterbury Region,Christchurch City.,1/01/2021,2663304,Canterbury Region,Christchurch City,1
12,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Barrington North.,12,Canterbury Region,Christchurch City.,1/01/2021,2640300,Canterbury Region,Christchurch City,1
22,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Hurunui District,"Unlawful Entry With Intent/Burglary, Break and Enter",Amberley.,22,Canterbury Region,Hurunui District.,1/01/2021,2441801,Canterbury Region,Hurunui District,1
5,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Riccarton West.,5,Canterbury Region,Christchurch City.,1/01/2021,2471400,Canterbury Region,Christchurch City,1
12,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Linwood North.,12,Canterbury Region,Christchurch City.,1/03/2021,2611500,Canterbury Region,Christchurch City,1
12,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",Woodend Beach.,12,Canterbury Region,Waimakariri District.,1/03/2021,2448000,Canterbury Region,Waimakariri District,1
14,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Addington.,14,Canterbury Region,Christchurch City.,1/03/2021,2659700,Canterbury Region,Christchurch City,1
14,Thu,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Riccarton.,14,Canterbury Region,Christchurch City.,1/03/2021,2473300,Canterbury Region,Christchurch City,1
23,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Ilam.,23,Canterbury Region,Christchurch City.,1/03/2021,2538103,Canterbury Region,Christchurch City,1
4,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Hillmorton.,4,Canterbury Region,Christchurch City.,1/03/2021,2631600,Canterbury Region,Christchurch City,1
5,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Hornby South.,5,Canterbury Region,Christchurch City.,1/03/2021,2491401,Canterbury Region,Christchurch City,1
11,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",St Albans East.,11,Canterbury Region,Christchurch City.,1/04/2021,2686600,Canterbury Region,Christchurch City,1
20,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,20,Canterbury Region,Christchurch City.,1/10/2020,2665000,Canterbury Region,Christchurch City,1
21,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,21,Canterbury Region,Christchurch City.,1/10/2020,2649700,Canterbury Region,Christchurch City,1
21,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Middleton.,21,Canterbury Region,Christchurch City.,1/10/2020,2538800,Canterbury Region,Christchurch City,1
21,Tue,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,21,Canterbury Region,Christchurch City.,1/10/2020,2665000,Canterbury Region,Christchurch City,1
12,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Strowan.,12,Canterbury Region,Christchurch City.,1/04/2021,2673200,Canterbury Region,Christchurch City,1
14,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Edgeware.,14,Canterbury Region,Christchurch City.,1/04/2021,2695000,Canterbury Region,Christchurch City,1
15,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Avon Loop.,15,Canterbury Region,Christchurch City.,1/04/2021,2655100,Canterbury Region,Christchurch City,1
15,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Barrington North.,15,Canterbury Region,Christchurch City.,1/04/2021,2640800,Canterbury Region,Christchurch City,1
21,Mon,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Hornby North.,21,Canterbury Region,Christchurch City.,1/01/2021,2489400,Canterbury Region,Christchurch City,1
21,Sat,Theft and Related Offences,Ashburton District,Illegal Use of a Motor Vehicle,Netherby.,21,Canterbury Region,Ashburton District.,1/09/2020,2733500,Canterbury Region,Ashburton District,1
8,Sat,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Mairehau North.,8,Canterbury Region,Christchurch City.,1/10/2020,2507801,Canterbury Region,Christchurch City,1
14,Sat,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Waimairi Beach.,14,Canterbury Region,Christchurch City.,1/10/2020,2504205,Canterbury Region,Christchurch City,1
9,Sun,Acts Intended to Cause Injury,Christchurch City,Common Assault,Hornby South.,9,Canterbury Region,Christchurch City.,1/03/2021,2491600,Canterbury Region,Christchurch City,1
